date,darshans,weekend,summer,temp_max,temp_min,humidity,rainfall,google_trend_score,is_public_holiday,is_festival,is_brahmostavam,rolling_avg_7,lag_1,month_sin,month_cos
2022-04-06,68009,0,0,37.6,23.8,61,0.0,5,0,0,0,62701.0,66381.0,0.8660254037844387,-0.49999999999999983
2022-04-07,65840,0,0,37.5,24.7,61,0.0,6,0,0,0,63670.28571428572,68009.0,0.8660254037844387,-0.49999999999999983
2022-04-08,60790,0,0,36.9,24.8,64,0.0,6,0,0,0,65322.71428571428,65840.0,0.8660254037844387,-0.49999999999999983
2022-04-09,70727,1,0,37.2,26.1,64,0.0,5,0,0,0,65870.14285714286,60790.0,0.8660254037844387,-0.49999999999999983
2022-04-10,66593,1,0,36.8,25.2,67,0.0,6,0,1,0,66984.71428571429,70727.0,0.8660254037844387,-0.49999999999999983
2022-04-11,63223,0,0,36.2,25.0,67,0.2,6,0,0,0,66350.28571428571,66593.0,0.8660254037844387,-0.49999999999999983
2022-04-12,72567,0,0,37.1,24.4,67,0.0,6,0,0,0,65937.57142857143,63223.0,0.8660254037844387,-0.49999999999999983
2022-04-13,88748,0,0,34.8,26.1,71,1.7,6,0,0,0,66821.28571428571,72567.0,0.8660254037844387,-0.49999999999999983
2022-04-14,82722,0,0,36.5,25.9,64,0.1,6,1,1,0,69784.0,88748.0,0.8660254037844387,-0.49999999999999983
2022-04-15,75110,0,0,38.1,26.6,56,0.0,5,1,0,0,72195.71428571429,82722.0,0.8660254037844387,-0.49999999999999983
2022-04-16,76746,1,0,38.8,26.9,57,0.0,5,0,0,0,74241.42857142857,75110.0,0.8660254037844387,-0.49999999999999983
2022-04-17,68299,1,0,37.6,27.2,58,0.0,5,0,0,0,75101.28571428571,76746.0,0.8660254037844387,-0.49999999999999983
2022-04-18,64157,0,0,36.7,25.5,65,0.3,5,0,0,0,75345.0,68299.0,0.8660254037844387,-0.49999999999999983
2022-04-19,67858,0,0,38.0,25.4,63,0.8,4,0,0,0,75478.42857142857,64157.0,0.8660254037844387,-0.49999999999999983
2022-04-20,66745,0,0,39.0,25.7,63,0.0,4,0,0,0,74805.71428571429,67858.0,0.8660254037844387,-0.49999999999999983
2022-04-21,61278,0,0,38.5,26.0,62,0.0,5,0,0,0,71662.42857142857,66745.0,0.8660254037844387,-0.49999999999999983
2022-04-22,63084,0,0,37.6,25.3,60,0.0,5,0,0,0,68599.0,61278.0,0.8660254037844387,-0.49999999999999983
2022-04-23,75438,1,0,38.2,25.2,59,0.0,5,0,0,0,66881.0,63084.0,0.8660254037844387,-0.49999999999999983
2022-04-24,67347,1,0,40.4,25.6,55,0.0,5,0,0,0,66694.14285714286,75438.0,0.8660254037844387,-0.49999999999999983
2022-04-25,65763,0,0,39.9,25.0,53,0.0,5,0,0,0,66558.14285714286,67347.0,0.8660254037844387,-0.49999999999999983
2022-04-26,67681,0,0,40.2,26.0,51,0.0,5,0,0,0,66787.57142857143,65763.0,0.8660254037844387,-0.49999999999999983
2022-04-27,75078,0,0,40.1,25.9,54,0.0,5,0,0,0,66762.28571428571,67681.0,0.8660254037844387,-0.49999999999999983
2022-04-28,64380,0,0,40.1,25.6,53,0.0,6,0,0,0,67952.71428571429,75078.0,0.8660254037844387,-0.49999999999999983
2022-04-29,65725,0,0,41.6,26.3,51,0.0,5,0,0,0,68395.85714285714,64380.0,0.8660254037844387,-0.49999999999999983
2022-04-30,75010,1,0,42.1,26.5,48,0.0,4,0,0,0,68773.14285714286,65725.0,0.8660254037844387,-0.49999999999999983
2022-05-01,75010,1,1,41.4,26.7,52,0.0,5,0,0,0,68712.0,75010.0,0.49999999999999994,-0.8660254037844387
2022-05-02,65756,0,1,41.8,27.4,51,0.0,5,0,0,0,69806.71428571429,75010.0,0.49999999999999994,-0.8660254037844387
2022-05-03,67577,0,1,40.3,28.0,56,0.7,5,1,0,0,69805.71428571429,65756.0,0.49999999999999994,-0.8660254037844387
2022-05-04,69603,0,1,39.6,27.6,64,0.3,5,0,0,0,69790.85714285714,67577.0,0.49999999999999994,-0.8660254037844387
2022-05-05,59528,0,1,38.4,27.1,60,0.7,5,0,0,0,69008.71428571429,69603.0,0.49999999999999994,-0.8660254037844387
2022-05-06,63265,0,1,40.0,26.6,57,0.0,5,0,0,0,68315.57142857143,59528.0,0.49999999999999994,-0.8660254037844387
2022-05-07,76324,1,1,39.1,26.1,56,0.0,4,0,0,0,67964.14285714286,63265.0,0.49999999999999994,-0.8660254037844387
2022-05-08,75876,1,1,40.1,27.0,56,0.0,5,0,0,0,68151.85714285714,76324.0,0.49999999999999994,-0.8660254037844387
2022-05-09,69154,0,1,38.3,28.1,49,0.0,5,0,0,0,68275.57142857143,75876.0,0.49999999999999994,-0.8660254037844387
2022-05-10,61090,0,1,32.8,28.0,62,2.1,5,0,0,0,68761.0,69154.0,0.49999999999999994,-0.8660254037844387
2022-05-11,61863,0,1,31.0,25.2,67,5.2,4,0,0,0,67834.28571428571,61090.0,0.49999999999999994,-0.8660254037844387
2022-05-12,61087,0,1,29.9,23.5,82,31.3,4,0,0,0,66728.57142857143,61863.0,0.49999999999999994,-0.8660254037844387
2022-05-13,62001,0,1,32.5,25.2,75,8.1,4,0,0,0,66951.28571428571,61087.0,0.49999999999999994,-0.8660254037844387
2022-05-14,81107,1,1,34.4,25.4,79,28.9,22,0,1,0,66770.71428571429,62001.0,0.49999999999999994,-0.8660254037844387
2022-05-15,81720,1,1,33.3,25.2,82,16.5,23,0,0,0,67454.0,81107.0,0.49999999999999994,-0.8660254037844387
2022-05-16,72567,0,1,32.9,25.2,84,19.9,26,1,0,0,68288.85714285714,81720.0,0.49999999999999994,-0.8660254037844387
2022-05-17,75400,0,1,33.0,24.5,84,26.2,23,0,0,0,68776.42857142857,72567.0,0.49999999999999994,-0.8660254037844387
2022-05-18,74389,0,1,32.6,24.4,83,12.4,22,0,0,0,70820.71428571429,75400.0,0.49999999999999994,-0.8660254037844387
2022-05-19,67625,0,1,32.5,24.9,73,1.1,21,0,0,0,72610.14285714286,74389.0,0.49999999999999994,-0.8660254037844387
2022-05-20,71119,0,1,33.4,24.3,63,0.5,25,0,0,0,73544.14285714286,67625.0,0.49999999999999994,-0.8660254037844387
2022-05-21,83739,1,1,33.6,24.4,60,0.0,39,0,0,0,74846.71428571429,71119.0,0.49999999999999994,-0.8660254037844387
2022-05-22,89665,1,1,34.7,26.7,58,0.0,31,0,0,0,75222.71428571429,83739.0,0.49999999999999994,-0.8660254037844387
2022-05-23,75324,0,1,36.1,25.2,61,0.0,34,0,0,0,76357.71428571429,89665.0,0.49999999999999994,-0.8660254037844387
2022-05-24,75759,0,1,36.5,26.5,59,0.0,29,0,0,0,76751.57142857143,75324.0,0.49999999999999994,-0.8660254037844387
2022-05-25,76148,0,1,36.0,26.4,64,0.9,22,0,0,0,76802.85714285714,75759.0,0.49999999999999994,-0.8660254037844387
2022-05-26,72758,0,1,36.4,26.4,60,1.7,26,0,0,0,77054.14285714286,76148.0,0.49999999999999994,-0.8660254037844387
2022-05-27,73358,0,1,37.1,26.1,49,0.0,24,0,0,0,77787.42857142857,72758.0,0.49999999999999994,-0.8660254037844387
2022-05-28,89318,1,1,37.6,27.1,45,0.0,28,0,0,0,78107.28571428571,73358.0,0.49999999999999994,-0.8660254037844387
2022-05-29,90885,1,1,38.2,26.6,46,0.0,29,0,0,0,78904.28571428571,89318.0,0.49999999999999994,-0.8660254037844387
2022-05-30,74823,0,1,38.3,26.8,47,0.0,33,0,0,0,79078.57142857143,90885.0,0.49999999999999994,-0.8660254037844387
2022-05-31,69848,0,1,38.1,27.9,51,0.2,30,0,0,0,79007.0,74823.0,0.49999999999999994,-0.8660254037844387
2022-06-01,71914,0,1,38.9,27.9,49,0.6,25,0,0,0,78162.57142857143,69848.0,1.2246467991473532e-16,-1.0
2022-06-02,66001,0,1,39.3,28.2,51,0.4,21,0,0,0,77557.71428571429,71914.0,1.2246467991473532e-16,-1.0
2022-06-03,71196,0,1,39.8,27.7,52,0.8,24,0,0,0,76592.42857142857,66001.0,1.2246467991473532e-16,-1.0
2022-06-04,90165,1,1,40.1,28.3,52,1.6,25,0,0,0,76283.57142857143,71196.0,1.2246467991473532e-16,-1.0
2022-06-05,78188,1,1,39.4,26.7,55,1.6,29,0,0,0,76404.57142857143,90165.0,1.2246467991473532e-16,-1.0
2022-06-06,76921,0,1,37.3,27.5,59,0.0,24,0,0,0,74590.71428571429,78188.0,1.2246467991473532e-16,-1.0
2022-06-07,76425,0,1,35.8,26.1,62,3.2,19,0,0,0,74890.42857142857,76921.0,1.2246467991473532e-16,-1.0
2022-06-08,75345,0,1,38.0,26.7,56,0.4,19,0,0,0,75830.0,76425.0,1.2246467991473532e-16,-1.0
2022-06-09,70019,0,1,38.3,28.0,53,5.6,22,0,0,0,76320.14285714286,75345.0,1.2246467991473532e-16,-1.0
2022-06-10,67949,0,1,38.7,27.4,48,0.2,21,0,0,0,76894.14285714286,70019.0,1.2246467991473532e-16,-1.0
2022-06-11,87698,1,1,38.3,27.5,50,0.9,21,0,0,0,76430.28571428571,67949.0,1.2246467991473532e-16,-1.0
2022-06-12,93400,1,1,38.4,26.8,49,0.0,27,0,0,0,76077.85714285714,87698.0,1.2246467991473532e-16,-1.0
2022-06-13,78602,0,1,37.9,26.6,54,0.8,22,0,1,0,78251.0,93400.0,1.2246467991473532e-16,-1.0
2022-06-14,79103,0,1,37.2,26.2,57,0.7,21,0,0,0,78491.14285714286,78602.0,1.2246467991473532e-16,-1.0
2022-06-15,77326,0,1,35.6,25.5,64,4.5,26,0,0,0,78873.71428571429,79103.0,1.2246467991473532e-16,-1.0
2022-06-16,73371,0,1,33.7,24.7,74,9.7,23,0,0,0,79156.71428571429,77326.0,1.2246467991473532e-16,-1.0
2022-06-17,76407,0,1,33.0,24.5,76,0.8,19,0,0,0,79635.57142857143,73371.0,1.2246467991473532e-16,-1.0
2022-06-18,84982,1,1,32.9,25.3,75,0.6,22,0,0,0,80843.85714285714,76407.0,1.2246467991473532e-16,-1.0
2022-06-19,90471,1,1,32.9,25.5,75,1.8,24,0,0,0,80455.85714285714,84982.0,1.2246467991473532e-16,-1.0
2022-06-20,76597,0,1,34.4,25.1,72,0.2,23,0,0,0,80037.42857142857,90471.0,1.2246467991473532e-16,-1.0
2022-06-21,74906,0,1,33.5,25.3,71,1.2,24,0,0,0,79751.0,76597.0,1.2246467991473532e-16,-1.0
2022-06-22,75472,0,1,33.8,25.3,69,11.3,23,0,0,0,79151.42857142857,74906.0,1.2246467991473532e-16,-1.0
2022-06-23,68873,0,1,32.1,25.3,74,3.9,26,0,0,0,78886.57142857143,75472.0,1.2246467991473532e-16,-1.0
2022-06-24,71589,0,1,33.9,25.3,72,6.0,26,0,0,0,78244.0,68873.0,1.2246467991473532e-16,-1.0
2022-06-25,94411,1,1,34.9,26.2,62,0.4,28,0,0,0,77555.71428571429,71589.0,1.2246467991473532e-16,-1.0
2022-06-26,88613,1,1,35.5,25.5,62,0.4,26,0,0,0,78902.71428571429,94411.0,1.2246467991473532e-16,-1.0
2022-06-27,74288,0,1,34.4,26.1,56,0.0,29,0,0,0,78637.28571428571,88613.0,1.2246467991473532e-16,-1.0
2022-06-28,77154,0,1,34.0,25.0,60,0.0,30,0,0,0,78307.42857142857,74288.0,1.2246467991473532e-16,-1.0
2022-06-29,70134,0,1,35.6,25.7,62,2.2,23,0,0,0,78628.57142857143,77154.0,1.2246467991473532e-16,-1.0
2022-06-30,65898,0,1,36.0,26.7,60,1.2,24,0,0,0,77866.0,70134.0,1.2246467991473532e-16,-1.0
2022-07-01,64628,0,1,35.7,25.6,63,4.6,27,0,0,0,77441.0,65898.0,-0.4999999999999998,-0.8660254037844388
2022-07-02,88026,1,1,35.5,25.9,65,0.9,25,0,0,0,76446.57142857143,64628.0,-0.4999999999999998,-0.8660254037844388
2022-07-03,88682,1,1,35.2,26.2,64,0.1,26,0,0,0,75534.42857142857,88026.0,-0.4999999999999998,-0.8660254037844388
2022-07-04,77907,0,1,32.9,26.8,61,1.2,26,0,0,0,75544.28571428571,88682.0,-0.4999999999999998,-0.8660254037844388
2022-07-05,73439,0,1,32.4,25.2,74,2.2,27,0,0,0,76061.28571428571,77907.0,-0.4999999999999998,-0.8660254037844388
2022-07-06,76418,0,1,29.9,25.2,78,5.5,31,0,0,0,75530.57142857143,73439.0,-0.4999999999999998,-0.8660254037844388
2022-07-07,75407,0,1,32.0,24.5,77,10.1,32,0,0,0,76428.28571428571,76418.0,-0.4999999999999998,-0.8660254037844388
2022-07-08,73016,0,1,31.4,24.5,72,3.0,30,0,0,0,77786.71428571429,75407.0,-0.4999999999999998,-0.8660254037844388
2022-07-09,87478,1,1,32.6,24.6,70,1.1,25,0,0,0,78985.0,73016.0,-0.4999999999999998,-0.8660254037844388
2022-07-10,89013,1,1,32.1,25.7,68,0.5,24,1,0,0,78906.71428571429,87478.0,-0.4999999999999998,-0.8660254037844388
2022-07-11,62141,0,1,31.7,26.1,64,0.0,26,0,0,0,78954.0,89013.0,-0.4999999999999998,-0.8660254037844388
2022-07-12,74212,0,1,34.3,25.2,60,1.0,21,0,0,0,76701.71428571429,62141.0,-0.4999999999999998,-0.8660254037844388
2022-07-13,71289,0,1,34.0,26.7,57,0.0,23,0,0,0,76812.14285714286,74212.0,-0.4999999999999998,-0.8660254037844388
2022-07-14,74304,0,1,35.0,26.2,55,0.3,20,0,0,0,76079.42857142857,71289.0,-0.4999999999999998,-0.8660254037844388
2022-07-15,72195,0,1,36.3,26.7,52,0.2,23,0,0,0,75921.85714285714,74304.0,-0.4999999999999998,-0.8660254037844388
2022-07-16,84885,1,1,35.3,26.2,64,6.9,23,0,0,0,75804.57142857143,72195.0,-0.4999999999999998,-0.8660254037844388
2022-07-17,73387,1,1,35.1,26.4,61,0.4,22,0,0,0,75434.14285714286,84885.0,-0.4999999999999998,-0.8660254037844388
2022-07-18,77273,0,1,33.1,25.2,76,5.3,25,0,0,0,73201.85714285714,73387.0,-0.4999999999999998,-0.8660254037844388
2022-07-19,74503,0,1,34.5,24.6,69,0.0,25,0,0,0,75363.57142857143,77273.0,-0.4999999999999998,-0.8660254037844388
2022-07-20,76821,0,1,33.0,24.9,78,9.8,24,0,0,0,75405.14285714286,74503.0,-0.4999999999999998,-0.8660254037844388
2022-07-21,71437,0,1,33.3,24.4,79,17.5,25,0,0,0,76195.42857142857,76821.0,-0.4999999999999998,-0.8660254037844388
2022-07-22,71395,0,1,31.2,24.2,77,1.3,23,0,0,0,75785.85714285714,71437.0,-0.4999999999999998,-0.8660254037844388
2022-07-23,78479,1,1,32.7,24.4,72,1.2,26,0,0,0,75671.57142857143,71395.0,-0.4999999999999998,-0.8660254037844388
2022-07-24,80815,1,1,32.6,24.0,76,1.2,20,0,0,0,74756.42857142857,78479.0,-0.4999999999999998,-0.8660254037844388
2022-07-25,72873,0,1,33.1,24.2,74,7.7,22,0,0,0,75817.57142857143,80815.0,-0.4999999999999998,-0.8660254037844388
2022-07-26,68982,0,1,31.5,24.4,82,13.8,27,0,0,0,75189.0,72873.0,-0.4999999999999998,-0.8660254037844388
2022-07-27,73375,0,1,31.6,23.2,80,1.3,22,0,0,0,74400.28571428571,68982.0,-0.4999999999999998,-0.8660254037844388
2022-07-28,67364,0,1,32.1,24.1,79,2.5,21,0,0,0,73908.0,73375.0,-0.4999999999999998,-0.8660254037844388
2022-07-29,58747,0,1,33.1,23.8,75,0.8,25,0,0,0,73326.14285714286,67364.0,-0.4999999999999998,-0.8660254037844388
2022-07-30,77541,1,1,33.7,24.5,74,2.2,20,0,0,0,71519.28571428571,58747.0,-0.4999999999999998,-0.8660254037844388
2022-07-31,81287,1,1,34.0,24.3,73,6.6,24,0,0,0,71385.28571428571,77541.0,-0.4999999999999998,-0.8660254037844388
2022-08-01,71450,0,0,34.4,24.0,73,20.6,26,0,0,0,71452.71428571429,81287.0,-0.8660254037844384,-0.5000000000000004
2022-08-02,72067,0,0,32.9,23.7,78,7.4,32,0,0,0,71249.42857142857,71450.0,-0.8660254037844384,-0.5000000000000004
2022-08-03,69628,0,0,29.0,24.6,85,6.9,24,0,0,0,71690.14285714286,72067.0,-0.8660254037844384,-0.5000000000000004
2022-08-04,62351,0,0,29.9,24.3,87,17.5,22,0,0,0,71154.85714285714,69628.0,-0.8660254037844384,-0.5000000000000004
2022-08-05,65939,0,0,31.4,24.2,79,13.8,23,0,1,0,70438.71428571429,62351.0,-0.8660254037844384,-0.5000000000000004
2022-08-06,79525,1,0,31.3,25.1,70,1.6,24,0,0,0,71466.14285714286,65939.0,-0.8660254037844384,-0.5000000000000004
2022-08-07,81903,1,0,29.9,24.6,79,7.7,21,0,0,0,71749.57142857143,79525.0,-0.8660254037844384,-0.5000000000000004
2022-08-08,74830,0,0,33.6,25.7,67,6.1,26,0,0,0,71837.57142857143,81903.0,-0.8660254037844384,-0.5000000000000004
2022-08-09,77277,0,0,33.3,25.8,60,0.0,22,1,0,0,72320.42857142857,74830.0,-0.8660254037844384,-0.5000000000000004
2022-08-10,74497,0,0,34.6,25.4,58,0.5,25,0,0,0,73064.71428571429,77277.0,-0.8660254037844384,-0.5000000000000004
2022-08-11,63754,0,0,35.6,24.1,60,0.3,20,0,1,0,73760.28571428571,74497.0,-0.8660254037844384,-0.5000000000000004
2022-08-12,64079,0,0,35.0,25.3,60,0.0,20,0,0,0,73960.71428571429,63754.0,-0.8660254037844384,-0.5000000000000004
2022-08-13,83422,1,0,35.6,26.0,56,0.0,23,0,0,0,73695.0,64079.0,-0.8660254037844384,-0.5000000000000004
2022-08-14,92328,1,0,34.3,26.5,57,0.0,22,0,0,0,74251.71428571429,83422.0,-0.8660254037844384,-0.5000000000000004
2022-08-15,87692,0,0,35.1,25.6,63,0.5,24,1,0,0,75741.0,92328.0,-0.8660254037844384,-0.5000000000000004
2022-08-16,72851,0,0,35.1,24.6,68,0.5,25,0,0,0,77578.42857142857,87692.0,-0.8660254037844384,-0.5000000000000004
2022-08-17,83880,0,0,35.9,25.5,67,0.1,27,0,0,0,76946.14285714286,72851.0,-0.8660254037844384,-0.5000000000000004
2022-08-18,70674,0,0,36.2,25.8,64,2.0,36,0,0,0,78286.57142857143,83880.0,-0.8660254037844384,-0.5000000000000004
2022-08-19,64438,0,0,35.9,26.3,60,0.4,24,1,1,0,79275.14285714286,70674.0,-0.8660254037844384,-0.5000000000000004
2022-08-20,79836,1,0,35.9,26.9,54,0.3,21,0,0,0,79326.42857142857,64438.0,-0.8660254037844384,-0.5000000000000004
2022-08-21,81523,1,0,36.5,26.6,58,1.3,21,0,0,0,78814.14285714286,79836.0,-0.8660254037844384,-0.5000000000000004
2022-08-22,72804,0,0,35.8,25.6,60,0.6,20,0,0,0,77270.57142857143,81523.0,-0.8660254037844384,-0.5000000000000004
2022-08-23,68467,0,0,36.0,24.6,59,0.2,23,0,0,0,75143.71428571429,72804.0,-0.8660254037844384,-0.5000000000000004
2022-08-24,74748,0,0,34.4,24.3,71,15.5,25,0,0,0,74517.42857142857,68467.0,-0.8660254037844384,-0.5000000000000004
2022-08-25,68128,0,0,33.8,24.0,75,15.0,23,0,0,0,73212.85714285714,74748.0,-0.8660254037844384,-0.5000000000000004
2022-08-26,69012,0,0,33.5,23.7,77,19.2,25,0,0,0,72849.14285714286,68128.0,-0.8660254037844384,-0.5000000000000004
2022-08-27,80312,1,0,32.4,23.9,80,8.8,20,0,0,0,73502.57142857143,69012.0,-0.8660254037844384,-0.5000000000000004
2022-08-28,74297,1,0,32.4,23.7,81,8.3,17,0,0,0,73570.57142857143,80312.0,-0.8660254037844384,-0.5000000000000004
2022-08-29,67950,0,0,31.0,23.9,84,7.9,19,0,0,0,72538.28571428571,74297.0,-0.8660254037844384,-0.5000000000000004
2022-08-30,64336,0,0,30.9,23.2,81,1.8,17,0,0,0,71844.85714285714,67950.0,-0.8660254037844384,-0.5000000000000004
2022-08-31,66086,0,0,30.7,23.9,86,6.5,16,0,1,0,71254.71428571429,64336.0,-0.8660254037844384,-0.5000000000000004
2022-09-01,63332,0,0,29.7,23.0,88,10.3,21,0,0,0,70017.28571428571,66086.0,-1.0,-1.8369701987210297e-16
2022-09-02,67525,0,0,31.7,23.5,80,1.5,18,0,0,0,69332.14285714286,63332.0,-1.0,-1.8369701987210297e-16
2022-09-03,79833,1,0,32.6,23.3,78,0.9,20,0,0,0,69119.71428571429,67525.0,-1.0,-1.8369701987210297e-16
2022-09-04,71158,1,0,32.4,24.2,79,3.0,21,0,0,0,69051.28571428571,79833.0,-1.0,-1.8369701987210297e-16
2022-09-05,67843,0,0,33.1,23.7,77,18.0,18,0,0,0,68602.85714285714,71158.0,-1.0,-1.8369701987210297e-16
2022-09-06,70328,0,0,31.5,24.1,85,9.0,18,0,0,0,68587.57142857143,67843.0,-1.0,-1.8369701987210297e-16
2022-09-07,69115,0,0,30.8,24.3,85,10.7,17,0,0,0,69443.57142857143,70328.0,-1.0,-1.8369701987210297e-16
2022-09-08,65470,0,0,30.1,24.3,85,11.7,19,0,0,0,69876.28571428571,69115.0,-1.0,-1.8369701987210297e-16
2022-09-09,64292,0,0,31.9,24.3,83,4.3,20,0,0,0,70181.71428571429,65470.0,-1.0,-1.8369701987210297e-16
2022-09-10,80741,1,0,31.4,24.6,80,4.0,22,0,0,0,69719.85714285714,64292.0,-1.0,-1.8369701987210297e-16
2022-09-11,86793,1,0,31.9,25.2,72,0.0,23,0,0,0,69849.57142857143,80741.0,-1.0,-1.8369701987210297e-16
2022-09-12,74231,0,0,33.7,24.1,67,0.0,22,0,0,0,72083.14285714286,86793.0,-1.0,-1.8369701987210297e-16
2022-09-13,75175,0,0,33.6,23.6,68,0.0,23,0,0,0,72995.71428571429,74231.0,-1.0,-1.8369701987210297e-16
2022-09-14,72540,0,0,33.3,24.2,74,0.2,21,0,0,0,73688.14285714286,75175.0,-1.0,-1.8369701987210297e-16
2022-09-15,65634,0,0,32.1,24.1,75,3.2,22,0,0,0,74177.42857142857,72540.0,-1.0,-1.8369701987210297e-16
2022-09-16,67425,0,0,34.5,24.5,65,0.1,20,0,0,0,74200.85714285714,65634.0,-1.0,-1.8369701987210297e-16
2022-09-17,82392,1,0,34.5,25.2,64,0.0,28,0,0,0,74648.42857142857,67425.0,-1.0,-1.8369701987210297e-16
2022-09-18,88924,1,0,34.8,25.3,58,0.0,24,0,0,0,74884.28571428571,82392.0,-1.0,-1.8369701987210297e-16
2022-09-19,67276,0,0,33.8,25.5,58,0.1,26,0,0,0,75188.71428571429,88924.0,-1.0,-1.8369701987210297e-16
2022-09-20,73186,0,0,35.6,25.6,52,0.0,25,0,0,0,74195.14285714286,67276.0,-1.0,-1.8369701987210297e-16
2022-09-21,74817,0,0,35.3,24.6,52,0.6,45,0,0,0,73911.0,73186.0,-1.0,-1.8369701987210297e-16
2022-09-22,65187,0,0,35.9,25.0,48,0.0,24,0,0,0,74236.28571428571,74817.0,-1.0,-1.8369701987210297e-16
2022-09-23,65158,0,0,36.2,23.6,47,0.0,18,0,0,0,74172.42857142857,65187.0,-1.0,-1.8369701987210297e-16
